candidate_id,round,split,category,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_geometry_hash_sha256,quarantine_status
LPML_R1_GLOBAL_SOBOL_043,ROUND1,train,GLOBAL_SOBOL,8cbcc166824abed861c82c903d891dd1b9be9dbaf4107de7ab7c78cdd05b38b7,43d955754afb89224fec660358d0b5277b855ab0587c78166ef021d2b25e3519,fc00faa5fdfc4690e01375b8f1127e0309531cda12a6a3ac26370c38566468fb,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_044,ROUND1,train,GLOBAL_SOBOL,2e18f7b538a3548db4f32c6cb9f373e20fccb5d5243958e2319f2543b6f1af2d,31e25f778927400e12c9b9244be5ce6b7353ea2212d6118dc1630156257ba9cc,587597bd18a7178e585cf2ecc67bb7d9eca8059d32e45fc5ce6fae67fd94e3eb,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_045,ROUND1,validation,GLOBAL_SOBOL,797546e211206fad70d6a1be04a005992c3873f0931a9f87f8325b263bd06bdc,3362dc1dea750899867602e2027edbc4fd271331dd93161c40294a5db3d0aa4d,3d02fcc38eb63dab0135a77c4dfc7a1a6c48abd28736e9c2ceb7d1cce9fcf1a6,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_046,ROUND1,train,GLOBAL_SOBOL,6e6fd3f5454e1f6fa607c6483b2a4d6ba66f88bf863517625bb70c7169bb5d1f,2ab32923c2f08c92f778d7a538b2f9c405159ea0432bd5aeef1cec0151d9def5,89acbb4d4a68aa3506546ae496d0ba93ea060d952d6e2e4e45778c00f6a1b2f0,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_047,ROUND1,validation,GLOBAL_SOBOL,2c3216b4853d5132d9cf6f3715def7e9c961f8cb5c353476c02d58e34d6b945e,fce07467bb021b62c4c0185bab50e83b338edf21bbc5435db41a06aaae6e24bb,f7b45fecf880ec994229d5477224590a2e53b37914a1caa7682680e48586c12f,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_048,ROUND1,train,GLOBAL_SOBOL,00338b2f4f44eccfd0dc913a3e2d48d4885d41e4a5762df825d1d4dbbc17c33a,a01d98fc1af6af7417199a5f201473084e08294e62e520dec13ff732efc6f581,93515ecffa819ff507a10007f8a05a2fcef8a0d35c78d0a91014c5902df06b6b,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_049,ROUND1,train,GLOBAL_SOBOL,d850d6dae292acaf4eaa2eae4e084c5728ca3ae8e84892a7dc9cc7828dee86ae,62fe5c6c87c14912d97da0cd57f13a8d8c6673f1f42443f3578a6ae97b5d7822,d409e3c05aaec16e0ece7d407bda329912735492af944bda62604cb4b18230be,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_050,ROUND1,train,GLOBAL_SOBOL,4f48828b5d3bdc540d2173ffac28d35af3e2bcbc0fa9eee6fb2a6774667f10df,230f9551f8992cc196c89882faacc64e4f0481e62cd9e41a43c7ed4776b3088d,8b5176c4c6f60f7d4b4eae0821237bdabffe69767628af00ca4c554e50de0994,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_051,ROUND1,train,GLOBAL_SOBOL,561179631b3cd91d4e1f90569f156a12a093e00f53baea13d9bcb1f1ba118ab2,29bda83baa7d38e0da93d5f5546d7061a1fdb6b3392c2952540971faf8fc596a,94da2cf3c0a86283b19e753809aed6546028e92803cd9503f903652bc31991d8,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_052,ROUND1,train,GLOBAL_SOBOL,ba4a55d4dff7b927de32c31394b1e5c8a132a1ecfaf84ad07597139eb57b5594,fa039527613e9202dae8602bd59ed6afba80edb00f41ff44f9831b768de75d67,585e0141ad3c00cfaf70d54c3b711b518bcef33e4b59e8535e212254f8deb877,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_053,ROUND1,train,GLOBAL_SOBOL,8f28d56c0f29ce48ea27676b667513109dc025b218a518461b372b1e3bfd5047,31f6fcd997f494831e1991de9a1a87bcfe1fa1c81849a73cfe32d69856849215,3fe64ee454899a59d1e1ed3e643bd9d58e52ad292657bcd8c57c98a378c3d21f,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_055,ROUND1,train,GLOBAL_SOBOL,29e9aa5cf764301140e2fc55c353b7290e65b26c417e763aa0767fd1281915a6,92285cad43809000f05a85882ae3ae4477c5c036d619c6695d41288f323deaab,0aa79d767c87faeb08d0756210b583ba391db8d16175510f656e3be1ce39e776,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_056,ROUND1,train,GLOBAL_SOBOL,116b80d527fc93d4959048e4c716099ae04163c57f0daa0e3dfef2f35dc37fb1,bd3a21cd12e58b7a1f91943746a2e8b9a5122496d5df18e4f1cb0fac07136371,0170408c11c8e60e39e5ac64a6f9ddf7cd1f18543748cb41103d7eee063fde12,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_057,ROUND1,train,GLOBAL_SOBOL,c029410cef02eb32f775e575a59175b4f7f547275ad6a19004a27d1d6994ed5e,adfde17353ccb0a1bfc8c91e9eaf37a32df40bd05e9cefd17b041f60b752f333,0e6826d6300c012e52edd2108b39addb50291047e2eb7413d65c921e51789152,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_058,ROUND1,train,GLOBAL_SOBOL,3a754db926d1b57ce390a4ef82ae2902b8a7c97b1aa1ac5143e19149c9711a49,4fe0bad73f643bde710f603e0b2e55eee0815e0cd555413c8ecd3ec9630ce7aa,95a402bf834b025bbc9331eaa904b3673f025cee8b04dd6cef9a3d0b8797ac5f,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_059,ROUND1,validation,GLOBAL_SOBOL,96f586a5a811e3da4bd7f3676d7f0ec9184d18be3e357635ed76c18445d4e152,f53c7e94c4c0e03b1079a271094f0aca85af34f03a43164b53ca25a6d07d9711,40464bf08effc20b002833135a638d8eae9bee7fe8001dda34f1ab5037a183c5,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_060,ROUND1,test,GLOBAL_SOBOL,b08f5c506340d7770ffcb00c6270addb77843689942e8b9b2767c8b54feba6d0,8d4fb0acbd1823845aab87284f2f6d19a01d3bf7310f5a7e7ffe9a3a4542ec2c,224879f92b0dd06c3e0e725c8bac7d448b12cb0e5a0ffd46721c54b1f3705023,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_061,ROUND1,train,GLOBAL_SOBOL,0d69277484b975b84d928daa48422fcd7853b188f232caa81cf14626fd371982,c63326e9df521daf503036bded832ff90ace6dd4def8cf3c4ce6fee613333df9,59306de29d82b8ba2ec40396efaa51f92353ace885c79dfc3da21318157fa1a8,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_062,ROUND1,train,GLOBAL_SOBOL,93a72b9333ef0f146867f0c92caf245ace053a1495aa328045db951118904891,bef4f4c6d4e5613393cbde4a28d00c5bb08207e4f3446e6df156fd60dd2833c9,29b03d06068eb32ebf68f7236fe50eedc63fb74e94336ddcffdd9248ffc16e74,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_063,ROUND1,train,GLOBAL_SOBOL,6a99a174ed0f57bf7efe24e953acaaf35814b2c595d45fce62cafc4c3231896b,24c5a610cef001025d22d351d8b36883fb1a3aebb0e7cd841d0b61133bfa680f,030935df3610cdd521d5b8dc3e916df8fd334828fe6fc4b887a3cdd7d019e5bc,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_064,ROUND1,test,GLOBAL_SOBOL,d77dfe63fd571a689ed315f802d921949b600526b1f25c1b450b5de541305c7f,908fc24cc6f9d3cd5b90288f3584eec1c3b1531f8c3837f996701b8259f1609e,f3402b123fefe26966cebd9c0cfce8c27013bf9571587190b9409dd5c0ddf5bc,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_065,ROUND1,train,GLOBAL_SOBOL,589db75449a51322db1538da7298efadf16d2e810a2787d88323850c5e5d75a7,f3f7272970e90236ffcdad59f1c347006068a19b91af1acab1b3979b027f426b,2cc5238ca6162547870f31cb6f0797242ea6383e32a168377dcbeceb1efd5ccd,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_066,ROUND1,train,GLOBAL_SOBOL,cfa3bc501b78396e5a95123dbea93ce7a621a25609bd544da2bf48783831d540,c92766ab7b953f04b97eed3e1cafc8818857487a4afc93364773e8c600753a5a,a6b3126e9046c12ac44ca01262822bd7d9dea5b83291f4b3d0872b5ebce6a265,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_067,ROUND1,train,GLOBAL_SOBOL,67ca8df27e8b360d03eb03a65f6bd77fbe50962ad0ddd611baa7613651445478,c500ddae9b78e7676da9313f3cf5bdfb1d4e2ef21a76f04dbd1510df89b25bff,b6b30e3cba4e3e089e7f7a1dcb63399bd0edd41c214981bcbd20045ef7f2bd2b,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_068,ROUND1,train,GLOBAL_SOBOL,3dad01e2b94496cae1d3220919f64f65edcd9386a2a87e12d9e9b8c2852d0468,9b6902429082c49663a86681510afefe7532781e40bdb3f84d42d4f5d0598db8,320eda2bacc558875ea18353c81980f62a43e064fe129b4e4a058e348e76abc2,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_069,ROUND1,train,GLOBAL_SOBOL,981bef0b181ce816c8c71078cab0aba049e465ce281589c65dd377084834ae65,681398498ab61ef49307304fde998180e0879abdaafe4f46a4e6a1cb424c5c16,d0dff6cdf45ecf6e2a3fd665f6637f568ff7c0935dfbfca8622d7a04422ddccf,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_070,ROUND1,train,GLOBAL_SOBOL,373d3109aa9f9f9b209692db38d41ef4fd26420cf16a8509188c5362f84c84db,017188d08c64ad3f540e4aa0927575ae4d42f44e9d44db1b8a35b767069a5951,cb603060224b31ece9d72867e64e008f9e5e9dd4055ad812659f97798c445323,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_071,ROUND1,train,GLOBAL_SOBOL,1073f202e45000b54fe7d50cd697a4a46cde22684bb85b7ecb4c885ef4724cb1,675222e53d9297c559d25be8e91c776c8ad5cb0eab225ccba7af0954dc22e5d5,481fdead94130ea1e26c2fb476c56e69ed20fafdf7dbe7eb39176fc946cc45fe,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_072,ROUND1,test,GLOBAL_SOBOL,627db140c1771496e87a7f51f91f978419e5fb90ce4fffc4325602e70c9a0871,43dbe777f1dc78fbaa1e045d0eab072964305d609dd0fea7ff5a0236cd6f76e0,318ea3b79ebd12b5413299db6d68575d07b29969668d864b52e73a8f54108d38,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_073,ROUND1,train,GLOBAL_SOBOL,3f63d7a7f678024e3ef3fa04a721d90609b1d2dec0f80135fa4504de74cd5743,763da7f93982e3d3280a061dea6a6629365a0ba754b2795e788d15a35699876e,2b437ff93c515ecc6e57a8db978ae4b333dc6a5995bea9145afec3f7ad0661c3,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_074,ROUND1,train,GLOBAL_SOBOL,5d8a13aa2c54905aa6b1be21446487bc8a885f12ad273f8b0255a9aae6ea451f,be8ca7ad6a4881032e3059d0fb2a5b1ca68be762ebe2c9e41a11c378bec963ee,5091a4576381c8d81f7c92e7cf7cf0113e3bba97f59744e894536978c9a55f11,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_075,ROUND1,train,GLOBAL_SOBOL,7af4b1bcbcbbec8b0bdd063c629b08cec5f6d21f4fb340f1cbd63433efd97c75,b7aba56554ba3b54a18978438a0a3283ec8a678ab7277ee5dcbf18d520d8ea55,e4837e5334bbf64cdf46c08fb0a1211a997d5ed6e09b0cb89a0fc418c6a0ead0,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_076,ROUND1,validation,GLOBAL_SOBOL,70a2d7324db2eb30b36007082e90abd6d41dafb4c3e3fd813ac695d9bc014704,500e0303fccbc774ecf276c5ef35e8f5b5c433dbec52c3b7c7495d8cbd029774,a9aa8d161411ee4bc649b7e43475f4de620e483e6e0ca7410f757b6d00972735,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_077,ROUND1,train,GLOBAL_SOBOL,a99ded0400cab1e32aa057877fea129ef8b1af59f528a1b177b4ca47700c6a7a,776a13ea60cab6fab55a6b9c5c2ec3deae98c3c83a2f7bae9d0eaae0b092eab8,3938733c46442ee0de909a7fe7c3dc07dd264b6b0017088461f4c825d89a3999,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_078,ROUND1,train,GLOBAL_SOBOL,dc16150484ff77c692ceafa14c18c7f6eb6be42b684c8a5df05c07c86f2d2260,cc1b476fd182b180b4cf26d622dfa29f7e0388d2779af6a35b88dab8e693080f,8c4802c3a989e31b100b73fa927bb287214fccd952c7bc3467303f2239965b2d,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_079,ROUND1,train,GLOBAL_SOBOL,6a546a0d4a7dfa91f0f25dfcb4d148d207d2c95ad50ec456d788cf1878d5bdf6,e00948a06970db606d3d0df0be3ebf1c06b340d8a861ec7f4d9e24b4805f1ea7,278eae9fa07852630afa51afca33adfdd42a8858e5ce6ec03afc692d645adabe,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_080,ROUND1,validation,GLOBAL_SOBOL,3dfead0206dad91c08f336e70a647b13167c13967ca92c3114dcdbe9d842bcc2,cc1608c625b44c36b5dc3d1c4205e9d44c1db38dc32da8fc1a7c5aefcb1c5884,1d8fa773398d40bd388f9f5c85bca28560d4c0587ef228d63339caf61844ee9a,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_081,ROUND1,test,GLOBAL_SOBOL,873aa3a6214fe55129e14cb2386715d313a53b15108410ce72684d49d558e557,98f1070b05ef16b5dad1ce2730ed9139ab3a6dd1ca89c41a8f20ee1045373a90,8212d9960af73f4b3097c0a2b7da0ad66195170c52fa24ec958fff7372d13b45,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_082,ROUND1,train,GLOBAL_SOBOL,d4fb6a7e4a4ed48bcf9d2da532cce9c4630b95c290d2d322de35bdb26462dc7c,084b509c82987ccc1e9f201d576015a7d8743aa69e5cf29e22a08c34d93b15cf,8616108a41bf5edd38eaaeea3345f33735269673604860b2e0e9d99893eefc56,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_083,ROUND1,test,GLOBAL_SOBOL,ef9c1dbecdf819ebe83efd6c59ab70f7f5880c07601247bafa7900792f75aec2,471a084a7c2d7f93e976e78933ab2b081a598995008b86a0d7ebc03a98762d69,f5d9c1ed65ca5d39968a30cd7ede030951e884631bc0704a27394d1eaa962d5f,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_084,ROUND1,test,GLOBAL_SOBOL,a5d3623ee149cc8e1d5334c79d46a77b79ec83059d3e9d136c97f990c5b8316a,a10dea4fa69190e5bcf3d0ec490f91eb9cd225c33ac1332ac9a728f99087ec7b,fa31aadf356cbc3efd422df11bf2ca44d3939cb1a070f2617c989659a104e348,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_085,ROUND1,train,GLOBAL_SOBOL,f60beda53c28f94893a85026a8048257de7f473392e0fd48e8cda436180234be,89730bf64ee24e3a855fa9def2d613ba97c56d60aeb2e252435d529bb26bcb6c,c48a9973ac94629d229cddb90a089451131f0855132d1297d9cfb3f3d6bdb9a8,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_086,ROUND1,train,GLOBAL_SOBOL,3a4c5fe1e895cca9eb3075da427d069602b767952ecbbe8030f822f7791c93fd,944fef0ccafb1fea180547db17abc80bd2823c67cea548d897ac90d8f0194851,80fa262fa29780bad3319bc456849afc9de2748a0262684c409fb03a08ab7ddb,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_087,ROUND1,train,GLOBAL_SOBOL,b507501c1efd3fce916309c5f75e937434702dc5a939979ff6d604b6e406eebf,c831c22c8764f103f6bf50e8878281b46cd62e9c9f1a92d6a41a321337f04782,2cd98d6d73b819e7db31634df7f30e626297a5c2cb0ae0090c69340935b191ea,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_088,ROUND1,test,GLOBAL_SOBOL,0b6cf590251c6b4bad90f3e12e2b3e1825e46fe0b26a17fcda636746361bf616,1b9ff0a09c22e446e37a89c976069c7b5964a97a4c655c8be3a071171d1b504f,e45b3af71ab7dc231d8600af2022a4471efaa420da31b77b9fda38f03370a477,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_089,ROUND1,train,GLOBAL_SOBOL,5de42adf338863b60e245ec09d230d9fe2f0f2b9264bd8f5505f89f0b6638963,93a5b1c93b9abbccc47219b05724d0bc759552c7c567517fd3d9684d03b4f42b,3a4301fb3989f4ef7b97a3c815fd3125c42947600374c2cff77da45c14a70916,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_090,ROUND1,train,GLOBAL_SOBOL,4071e41e14422c9605dcaa082b02196525778e9382371ac5117eb7c09fca468e,b9d3feb5e584bf92ebabdfb4f7edb4442b6134e6451df8bf8c7e327f4819b535,a9e001f113e111a920d68913444771835fd442330f381c4aea7e3677c696c801,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_091,ROUND1,train,GLOBAL_SOBOL,438bb9f92d0cb5e455839f8cfc99d9c8baa8ebb23c99d1ed8300a57b9cf76a4f,24804d9c5845a1f7e8779f0712beef4405868c5529c20252f00d56314b9d4513,d943be81cde114d25b8ff666ae0b06c69abee6a815ef73149975738ec4f6b481,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_092,ROUND1,test,GLOBAL_SOBOL,0ee0b6e40e2b17ae8a3678698d6e056c6928cb960b0176b2441c62c4727cc1b5,779a779684747f0bc5f4f6c5d8d74c1dfef9202936f60ac0fe6ba7d36a04c06d,884a1e658232b3295724b05e2363c389a106d01ec86daef05fd6c48a45dadea5,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_093,ROUND1,train,GLOBAL_SOBOL,486fd45e50567ae10922ead4a9901bacd1bb9c384ca829bcafa9a9f049b3f3ac,fa369e5962f32d3606cc5545a7a459e7839beabde68bed47be374fc3fd287065,6bba79053da2f9c2d4672305f57adb8816e2dc76869700ec1323fe4e02772a80,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_094,ROUND1,train,GLOBAL_SOBOL,2a0da2f6138ca71f71b3ba1beb2d2e17d8fbfdcf6e2e9259ca1f579f525586d3,53979030db195f604d0274e678dd7cb9d3b87f529b3b1ae6d40867dc0284ac09,e340003db55c78511b631cd47e765c550808a3e925f1e39e478944eb0cc126c0,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_095,ROUND1,test,GLOBAL_SOBOL,23dab27b6ebebc5867bed6cb52f910fa6ca70ccc0e0f30aa1ee6b90ff5280a0f,cc7001b04d615bcb7507bd0e414cbcdb5c26f0618fc0fae52acfa135b106f852,6677ed795abce33951c196be65b7f3821f096d7651ef9a5743d9649362c5b9d5,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_096,ROUND1,validation,GLOBAL_SOBOL,58c28b8630de0dc52497385c5a3d85bfc079ad08c9df1e0d570b3472306db238,5e6d7ad67a0e39e0499f2e8268543f830743800f3b6940d65126dc67aac5788a,a343f7b8e7aac5959ebf393785f73b92021c396a6a74f5b880a6eabde2fe4c7a,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_097,ROUND1,train,GLOBAL_SOBOL,74aed22300d752cb1d5617f16616c12f6e34f74384ea74f166a9e211739267ec,e3619d2e9ad365c46e48f2d2525ad78a567b9d961d97ca8c990799203cd93c2e,d28ed9b5816ae71da2ecb865a3b5ed8d9c16b3c10ff77f641cdda18017615723,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_098,ROUND1,train,GLOBAL_SOBOL,6830b41b17c945b835622befcbe9d003c4bb542d0d653aff0113f8c15ee605bf,c786c889580d2a27b6fef8a4ae87f33ac12e6c2091860ac953125e9aa581ecb2,653ce0c3ca759d1c1429fd60620eaf2e59d1330381af550def75ab45081449e3,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_099,ROUND1,train,GLOBAL_SOBOL,fb9c31b8832396580b1e886acf857e296cfbc773d0405174c26ba390ee141689,c6b88577f466bdce882c73160248ffaf3f5002c3dbe06ffecd3f28c3fab38a69,628897dd252ec6c36e3dd7f31584fdb21bc4310982f802002262465132e83747,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_100,ROUND1,train,GLOBAL_SOBOL,10d9f9a3a1a73d2205b8e0e9cd52e11e435aeb96fdc7a35b8008abdeca7e36ea,472309927dc989442aa20aba1b0335f891ab7ffcd41931dde598479b7d57a5bd,fe9eddb480d98bd3aad5af0f820b0516aaec61f6bed0a576bc9edbe633a7c029,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_101,ROUND1,validation,GLOBAL_SOBOL,314fffccbdab95b99a943a13dbe61580aa63a226cae6d6fb927f375b7016fc54,d6ee876bb44cb927a98f483971812438610e83dfb2b60d707d066d8d8e2cdf79,22a34eb391de4470e7b374378ece1929b69e1d1c6fbce7633d12f274bfd45ef4,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_102,ROUND1,train,GLOBAL_SOBOL,84353b8035a3f9472772bc5bb8ea1dfc5873d4dba1dea73f38427428725c399d,fb60e1fae13f28697bf3eb8b1895de84e80bd88ffdb8db06648e31fa15a0b630,66fe8cc3442e9423ade87096afa5d1f8c2d3966e4a87697ec69f9cdca5926bfb,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_103,ROUND1,train,GLOBAL_SOBOL,a1cb7de62dc62f595082ae050e0bad7aafeea106d5bf059b1fe3065ec0be9d9e,68eecdc09bd651014a28239dce0b6d792780433bc0852067e96374540b74d838,0fc98c769c846944fff0d135374e2960295cad54aa5928877b7a7def21017b6f,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_104,ROUND1,train,GLOBAL_SOBOL,4c88031290759dc31d99c820f8d1ce5a64169ce8190a7216d199f5f2f66659ba,803bfb910fc065faa1c1eec220f1ad0641f8e2ae3cba1e6fdb618b315f0b27a6,72de6b441e9b5a8f928fd941a286295352c1ce3d24f524928b943f23ff9e2297,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_105,ROUND1,train,GLOBAL_SOBOL,d3e1109024619de2479730540395da2da9c6aa85283f60abf97a886a08dc2a23,1dae01b10066df7c3625eb4e1fc2f96499a7e6458e97086dc05944724998681f,5c29d1c6b38591ec44d00a04d549f0b22903367b2d71d02747c85331748e6f01,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_106,ROUND1,train,GLOBAL_SOBOL,1b3457aa257832abc7144fd4fe18a7d1630c0487abdafa821ef6de21a29529fb,f3a06d87c484dd52db3d92f2634e9e84d3d868fc43f83b747ae9b56d2ba41770,209e119dcfcc507fe2b0b5e4a717084eb4756c2a0c33909f311eb1b9cda1bee1,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_107,ROUND1,validation,GLOBAL_SOBOL,bdfc4a600963f10bad0c326848d76b9e28e08075ffb9529b3df5054e1fbfaf1a,60733e52afc2e56a1437e25d0580b20508b27016b1ef18c1935de6295143c8c3,30c7559015209bfa8e1e5e390dd3371145aba885abfb343f678ee1726846f47a,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_108,ROUND1,train,GLOBAL_SOBOL,82c759595df937f96d8e06a430d3e51320195b58f89024e3864f012c6aff355d,44eed829f8f447d7e53ff406a4c5d623eb1abd5a5d997a60620b55cda7b40455,c1a80fa3cef50a753cc09f5d31e66b1680e8ffc79bcb163dd80ec2f50c801236,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_109,ROUND1,validation,GLOBAL_SOBOL,e342e7f563aae35f353b993ed407ac82bf7baaf10486ba8b1719741c76f04462,5cc865db956c29ab97aa97595bf95837d506236d27f234af4e23e5f064f4fa65,e18888a080d5206453fb9df12c7676be599f8bc76dd0a2ba7ee0d4f077bb1abb,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_110,ROUND1,test,GLOBAL_SOBOL,839db411fe46c4151b8f4864d52e686f60f64f68ab5491489370ed3d2a9c123e,0a88d3d1d433b098b065fcf4e4c89d3b90114c4459b216d8ba6e0e99f7b20853,e6f3fc5e5e278394d1c82cf185a5559a6a6b7304f09bfe976c66cde5cd03fe02,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_111,ROUND1,train,GLOBAL_SOBOL,9289c0ae3c047615463b7533d4c419b2c64fe6e860969629ed7df22239ea6541,34eabc8bfa7fe16d9e452c08e07875d50c9102cd1101cab0dade457d242c5188,02bf8ad27119bb52a304bdf43c4d6c198c6808f87ca44b7c4aa261da6e2880f8,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_112,ROUND1,train,GLOBAL_SOBOL,d7744d9b1fdf751c2bae0628334a1c8ec26b7cd8e1ddba7836536b28bf8d3d1c,f1e170caa6463ecddaf2a4f50c5e1c2ad76b99040b527f1a48b7a5b26e87a4f8,946f4d64cfa9a5b926e954c248607400808efcca1568ca09514e635e3fc9030c,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_113,ROUND1,train,GLOBAL_SOBOL,a09ae30fc9aca78ff308083c2ed02fe49cc55172b049520553875473523dc722,fda1020a3e2a378619e41abacb93524b7cd964c52b9026064d99eaa985f95b7a,f4d7a116337a66444930e6d00ba31f5fad86787210736160a7394df106fb35d8,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_114,ROUND1,train,GLOBAL_SOBOL,8ec3ec99b1a831257bbf36d6241e8c792a7ecfb0c993a0b7db34f73dcb4f954b,48f47c5a9b32e7d9bdba83c1b1a9bd2b48f0dbbb00c6d4d817e91eb6db9927fb,5d764e01f3a4d56f48188ae8a3fd7281ce93b7f8c481f77be0c1ee344b74b554,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_115,ROUND1,train,GLOBAL_SOBOL,16dcf1c4d81f49d0dfb78e7063c882999b2e5e9612af59e02fa66a51cd47d9e2,57ffeae31e64ca945caf056522518423fa94f5da8500861c95e5ecdf84f9527c,193298117b707c1d67c5a3145a4d68fded5a45fc3e26abf1c053bcf3c80a6209,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_116,ROUND1,test,GLOBAL_SOBOL,3e5d14a318f11be729b2ce44f2d1317b0adfa11e6ba52b43695fc68761edf2e3,dd2c17671661e82ac88c44ecb23a49caa5d83d076f08623251f5886f4f84f03d,54e2d249c5c47b7696b176e327de56d2e723e67dcce54e23c4e47cb51c8df587,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_117,ROUND1,validation,GLOBAL_SOBOL,a97abb529c322bcca3ba85838cd2d4b2cc2b8f9c9a1506ba29f0cc798a7abded,27443ce193465796de77349dcf0f7707ea3a3f60409dea6a93b802137f89a3a5,094ef0a47c06821f18c943cb93b7eff43fa712a37302120f7e6fde88df3cf0f9,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_118,ROUND1,train,GLOBAL_SOBOL,bd9db8857ed37beaaecdb5fd12e73132a371f5fa091bb246bb3a10a00e1b489e,f20ea96379f8c90aaa4a117a4ceea90c18ef0532dd735ac9a50b47c561cff6c1,77492497dda9b8936aee7b1a6c12804ff95675919d41fd28cff9016e5973b1dc,NOT_QUARANTINED
