candidate_id,category,split,geometry_hash_sha256
LPML_R1_PHASE_REGION_144,PHASE_REGION,test,7deabaa8d0bff9a639d36d18b54a408b21af17e8a6e3ec1c2bd3731f6edce349
LPML_R1_PHASE_REGION_145,PHASE_REGION,test,9e583554ad7f82787889aa3c3b91acc2d9709b844535d72aea09f6a5ccdb39ff
LPML_R1_PHASE_REGION_146,PHASE_REGION,validation,a01aaeedc344a24720b353b7ad897dd6ce39c7dea2b4269da8b5425dd082859a
LPML_R1_PHASE_REGION_147,PHASE_REGION,test,320ba8996f47ca66637f5690abd1a4d60eb31ef875a7d61ca3b94b3bd09da41e
LPML_R1_PHASE_REGION_148,PHASE_REGION,validation,e31c24c71c9e09732ad43edda9012306998a0830defaa77590bcd4e6a02d49f2
LPML_R1_PHASE_REGION_149,PHASE_REGION,train,4f4f50998e86ccad573db3ed0c75211f255800588703ad6de8555d1c847cabe3
LPML_R1_PHASE_REGION_150,PHASE_REGION,train,9b5605f4d0e597eb40c7d917906610230988b8ddbddcab649d19a9cb75286b89
LPML_R1_PHASE_REGION_151,PHASE_REGION,train,4d453eadd853e3fc2bba5d1d5643b061e48b3b614d00e6888f5fdb0b35afda6f
LPML_R1_PHASE_REGION_152,PHASE_REGION,train,c786761f4a879908d7a622ed49fcb4166c66980d47ecd2403cdc4f8e208245de
LPML_R1_PHASE_REGION_153,PHASE_REGION,train,a5a3da550b9d3a70777b4f978054be8195e0c69573c5736243b2c47187210c5f
LPML_R1_PHASE_REGION_154,PHASE_REGION,train,54b554f12657f2670a3079981f9253449b4edd64b6d9b8a7c7ff5673a6963246
LPML_R1_PHASE_REGION_155,PHASE_REGION,train,0961226db317dd070c9d167fa286499fc5ff73ecce233e838c208cf541f84932
LPML_R1_PHASE_REGION_156,PHASE_REGION,train,ae7f6024c4323e8a1f6853befecb87863878907f644a6574d9af439cb54a52e7
LPML_R1_PHASE_REGION_157,PHASE_REGION,train,bbd55981f68293844b1fca52264b16dd920d59ae061de216fa129d9122a9715b
LPML_R1_PHASE_REGION_158,PHASE_REGION,train,3e09284f1a7c41cbc2e3798f6f0913f81b04f0960472e5a3ee8c8af0f26baca7
LPML_R1_PHASE_REGION_159,PHASE_REGION,train,54c43142f356de4216b71815fe94e75a4041c1e5d9eada4efbfd74e9c1d4117d
LPML_R1_PHASE_REGION_160,PHASE_REGION,train,b6774fc50d2152aaa771774566b636d999d6ce4d801dc2d8df4427d0e0502fa1
LPML_R1_PHASE_REGION_161,PHASE_REGION,validation,799f527a4cc35d1086a38e5e9b4fb230c8e8e2fd1b2b40a37793db725bff3b82
LPML_R1_PHASE_REGION_162,PHASE_REGION,test,3ae9da87aee2449c5015875f60287407d24f4a1a991c498cfb0a036a72eaa6a2
LPML_R1_PHASE_REGION_163,PHASE_REGION,train,bf3904bd8a369bd5230a4d5521f67f8758e681346417b7ed9f0f8c6f583f5d77
LPML_R1_PHASE_REGION_164,PHASE_REGION,train,6072a2950190b2c86ccf3453a17a02126331ad63fb53d3f700411c57e549b910
LPML_R1_PHASE_REGION_165,PHASE_REGION,validation,c88464ef92412fa518e37cf7545c08af469da6d5abccca55f3b6afa1ac0dacdd
LPML_R1_PHASE_REGION_166,PHASE_REGION,train,a9a2d4e48eb861286ed6c6d3c16600cea9721ae5df6fc9d576ad219e829c34bc
LPML_R1_PHASE_REGION_167,PHASE_REGION,train,d667ab92417d1f4fa0579b12f30d3c267606b1dedb1fe307f4531a690d6eb49a
LPML_R1_PHASE_REGION_168,PHASE_REGION,test,258ed288f2e4fdbd293d1c8636488c0634dca24a1aee636e2ac59cde5e583a50
LPML_R1_PHASE_REGION_169,PHASE_REGION,test,24da9e544a9e2e27ff34cf51ad4ea9a0f9f97708fbd6eaecea387a35222db44d
LPML_R1_PHASE_REGION_170,PHASE_REGION,train,e93e84544c7d200be45378f5ffc8f53bd5578d824c12e0152afc5268b00c1045
LPML_R1_PHASE_REGION_171,PHASE_REGION,train,a0cb949a59deb99c2ac09288bf70a7e304c7de82f91c9eba8eb62947c63e0c70
LPML_R1_PHASE_REGION_172,PHASE_REGION,train,f17736c10886b136b33d302a2ce17446f3a57e40f632335a14f114b784172d68
LPML_R1_PHASE_REGION_173,PHASE_REGION,train,86553ca38420d17e800ad15491f0044a839faa77e0514134db6baedef60a48b1
LPML_R1_PHASE_REGION_174,PHASE_REGION,train,b3057cfa7a741382cd5712a27f4ed40dedd5b9c90b62a7ee26eb0bfe6c78870a
LPML_R1_PHASE_REGION_175,PHASE_REGION,train,6dac8c8225b9bdca5a47ce94fa771ea61dcf9c37660453ce60ae0e70ec51463f
LPML_R1_PHASE_REGION_176,PHASE_REGION,train,46e33dbc083e3bd2730f9efba6b92cea7729420a8166d92f5cb78e06e78779c4
LPML_R1_PHASE_REGION_177,PHASE_REGION,train,b7b1e47c63fe2d8dbab4271e77063dfd041d0bf37b0e32f4a7c50ceb8ffe706d
LPML_R1_PHASE_REGION_178,PHASE_REGION,train,9b9a20d75f8db6ba15cb5c96d48795339b632e16fe175c2ccb27fd0047e71e43
LPML_R1_PHASE_REGION_179,PHASE_REGION,validation,16c5ad670c4a9e530de20b9fc355de232449a322495c697df827f4c4d6415a88
LPML_R1_PHASE_REGION_180,PHASE_REGION,test,6f38bfc0aa6e3cee510ce709ac0281e5061645274e6ebfc345d6790fc03c05df
LPML_R1_PHASE_REGION_181,PHASE_REGION,train,3e281b78f000c315fdc2f5efa15a60cb7d48eb97b150ea0fa72a7f057c83b0d5
LPML_R1_PHASE_REGION_182,PHASE_REGION,train,638e9ecef48104732c2456f216876f10fba9cf6b4cb3fd3f7c710815644a887e
LPML_R1_PHASE_REGION_183,PHASE_REGION,train,f9c8d90ca3fcbe7e375c4d242c4169ac24b6c9b7492e8bce41a04b2ae4429cd9
LPML_R1_PHASE_REGION_184,PHASE_REGION,train,3e6638b4b43f6905c49f7e575b4f55281ffe692a0de63b96cf2bb589541c2c90
LPML_R1_PHASE_REGION_185,PHASE_REGION,train,88fc1879bf13eafaf822c0f0c31e8b8f5de7fb0c4004491cde5e2d7a53bac1fb
LPML_R1_PHASE_REGION_186,PHASE_REGION,train,2f4e6748ba2e378044a95e56f0f4b72beafe32c8bd1c14d45763a26e1b3484d8
LPML_R1_PHASE_REGION_187,PHASE_REGION,train,25c793890397c012cb7730e065e94c7c11ba85d9d12107e853c25c7d5dffcb19
LPML_R1_PHASE_REGION_188,PHASE_REGION,validation,abf297d0197b5ee269fc59c5d3e611c0f716b2694488989611caccb2a30a68d9
LPML_R1_PHASE_REGION_189,PHASE_REGION,train,436e54ed97936b37ae6b143ce3de57e546bf6d94941ddc8cd5bfe029052122c3
LPML_R1_PHASE_REGION_190,PHASE_REGION,train,51d9079dca4e72ded1ced6155f66d8b950dcedb6c5a0e76cf9edac6cb02e80bb
LPML_R1_PHASE_REGION_191,PHASE_REGION,train,a9b25489818435d9b0ac15f667a789c13e4613cebe5be5fda694003a6f2cc601
LPML_R1_PHASE_REGION_192,PHASE_REGION,train,ace55e25b84db4cb893aa473f10483fc8820d43a4406f9287f4a3deabb2a41cd
LPML_R1_PROJECTOR_REGION_193,PROJECTOR_REGION,test,cc42a6f8a94233d2fb9f9f09e42e4871e76b84f4725b61a1171fdff67dd8ed13
LPML_R1_PROJECTOR_REGION_194,PROJECTOR_REGION,train,8ee9bd0400012d9225c93e637ce1b43740b668ba2a7cc342f7e6a6c3b6257293
LPML_R1_PROJECTOR_REGION_195,PROJECTOR_REGION,train,95e3a6efda2bc6c97f18323526d6c82fe20189a0c661e6901a30ae2f1bf7ad2a
LPML_R1_PROJECTOR_REGION_196,PROJECTOR_REGION,train,b5dd99ad8ca92f6035528879a745778d3ed5df5ffdb50657db01d085c69236df
LPML_R1_PROJECTOR_REGION_197,PROJECTOR_REGION,train,ce20d0a7d251bc9c7aee5c1006a6cbd63e57fcb604dc8b86dc9831859f4a8fb5
LPML_R1_PROJECTOR_REGION_198,PROJECTOR_REGION,validation,ca157e25391cf5c1dd6e5d141768292e629ca8913a8fdc09e98310b84d4f7568
LPML_R1_PROJECTOR_REGION_199,PROJECTOR_REGION,validation,22382ea97336aad083d75baa6c2bd8d7ccce3eaf4078806772e64aebca0ed593
LPML_R1_PROJECTOR_REGION_200,PROJECTOR_REGION,train,7f56a600e7ac094f5d78ae6b7e3491131ddfb289efe0e4d1fff91b20a89aa530
LPML_R1_PROJECTOR_REGION_201,PROJECTOR_REGION,train,6b9b19423f23f80bbfd7597665e775d0c8f7f24fa438ea481cf8f170ac39e803
LPML_R1_PROJECTOR_REGION_202,PROJECTOR_REGION,train,68a9ca92364abd5525d6a4429210e7b4833445dd0c40421e98eca58ebae239ef
LPML_R1_PROJECTOR_REGION_203,PROJECTOR_REGION,train,09b9174d4db1ba266b67cb8a76aecdf82c1343280b3dd81764d2e6612df69077
LPML_R1_PROJECTOR_REGION_204,PROJECTOR_REGION,train,01d49ea45206aaa1412825893f48b43152173b7db01e38c6afcac3380c6f65af
LPML_R1_PROJECTOR_REGION_205,PROJECTOR_REGION,train,c649c3d76b732545aa6f7c3b80576c9f3070d04cd2d59ed15dfdfd947851f7c3
LPML_R1_PROJECTOR_REGION_206,PROJECTOR_REGION,train,8b941c9101922859fe6f4456a9174d290f9e4c0e9d58cfa1c7d238e8b20940b1
LPML_R1_PROJECTOR_REGION_207,PROJECTOR_REGION,train,36ded7d7ea17a5c3eb698b13d24121d91b833f7dff298f6fe2fbbaab5bd68a78
LPML_R1_PROJECTOR_REGION_208,PROJECTOR_REGION,train,fe20087297a4a9c81ba39109e1ace79d97ee43f2c16da1141ae4c4615c236764
LPML_R1_PROJECTOR_REGION_209,PROJECTOR_REGION,train,75dd8f8fc8e8f365670e0e337e4a2c62b9a25e85cf1018cd56261f142f5b837d
LPML_R1_PROJECTOR_REGION_210,PROJECTOR_REGION,train,7ec286e684b4505a73fbf63642a7a653f28e5691c78a6dabcf3d9e0042a2262f
LPML_R1_PROJECTOR_REGION_211,PROJECTOR_REGION,test,14ccf65682419b4800713de2830d83550a40ffe63d6f99b11162571c8d0e0f6e
LPML_R1_PROJECTOR_REGION_212,PROJECTOR_REGION,train,373ab041d5ccffb56391a190dee2b6e7df449e098cf7d5aa91d9b25b3be22ee0
LPML_R1_PROJECTOR_REGION_213,PROJECTOR_REGION,train,af291eb8c54a21919b7022916ba03642b78f09f055862961207cab31a61498b3
LPML_R1_PROJECTOR_REGION_214,PROJECTOR_REGION,train,45b98260566e96c73fc3de0236e723d957722877374c5f7521560c2b8a9f5ece
LPML_R1_PROJECTOR_REGION_215,PROJECTOR_REGION,train,66f825bcdd5a8e1920cdb48b78b788da5b3058aa0c51e368b600d8c8d34a6ace
LPML_R1_PROJECTOR_REGION_216,PROJECTOR_REGION,train,37bcc4687b3ad778bf2a74e69dd97400091264962ffdca1bd2c885e77aa4fc57
LPML_R1_PROJECTOR_REGION_217,PROJECTOR_REGION,train,a4105fdd96f424740bc1dd3e8f0d9d13eb79e649fde60b1db27be2f88445a9e7
LPML_R1_PROJECTOR_REGION_218,PROJECTOR_REGION,train,6f706a80d42592d3e0af0ecd526f93b5d675b5d346b280f265f396e2bf2da9b6
LPML_R1_PROJECTOR_REGION_219,PROJECTOR_REGION,train,97230727f5a3dc114c3e267ba9ea3b227ffaabed686c5081df9b32f42e9559a7
LPML_R1_PROJECTOR_REGION_220,PROJECTOR_REGION,train,1d9e5d9124a426e9863a8c42aae5d6fb61c4dab42f1ffd0b2f3be273a445d0e3
LPML_R1_PROJECTOR_REGION_221,PROJECTOR_REGION,train,b2e983cda0a61337387cf18ba167c269f67d4e9a289560ca3d32c1dd6d9fe0eb
LPML_R1_PROJECTOR_REGION_222,PROJECTOR_REGION,train,6b62c4821b1a9842daf309d11e9efe59b9e65a59aa27b9b98e08fa71b0d5d955
LPML_R1_PROJECTOR_REGION_223,PROJECTOR_REGION,test,8ab16fb6733b44833bc39c5739d23402cf684d0c2e10356e9062593c17f308df
LPML_R1_PROJECTOR_REGION_224,PROJECTOR_REGION,validation,2bfef69fe5ec0ab8321abfad766360d7e57cbd23726fba82ec6ec5227859cdaf
