candidate_id,family,center_wavelength_nm,cavity_span_nm,top_pair_count,bottom_pair_count,bottom_reflectivity_proxy,termination,spectral_peak_wavelength_nm_at_theta0,spectral_FWHM_nm_at_theta0,angular_peak_angle_deg_at_453,angular_FWHM_deg_at_453,peak_abs_angle_deg_at_453,I_normal_0_5deg_at_453,I_offaxis_20_30deg_at_453,eta5,eta10,eta20,eta30,normal_offaxis_ratio_at_453,pass_level,failure_reason,score
R2_1_03431,R2C_C2_medium_bottomR_upgrade,453,200,12,4,0.722,none,454.26,4.198192,1.0,28.0,1.0,1.109007,0.613469,0.355769,0.507245,0.617161,0.956655,1.807766,Level C,angular too broad,0.638546
R2_1_01238,R2B_Khaidarov_hybrid_scaled_control,453,270,6,0,0.12,SiO2_25nm,454.025,5.442327,5.0,29.0,5.0,1.261269,0.912484,0.220123,0.40113,0.692922,0.956615,1.382236,Level C,angular too broad,0.637553
R2_1_01592,R2B_Khaidarov_hybrid_scaled_control,453,260,8,2,0.4727,TiO2_50nm,451.43,4.558344,2.0,27.0,2.0,1.075676,0.546867,0.284779,0.485358,0.728122,0.970934,1.966978,Level C,angular too broad,0.637484
R2_1_02972,R2C_C2_medium_bottomR_upgrade,453,260,8,8,0.9227,TiO2_50nm,453.67,4.038915,0.0,29.0,0.0,1.196378,0.818685,0.297803,0.454664,0.605324,0.955675,1.46134,Level C,angular too broad,0.637071
R2_1_03261,R2C_C2_medium_bottomR_upgrade,453,230,10,8,0.9227,TiO2_25nm,453.845,3.971918,0.0,28.0,0.0,1.164934,0.768601,0.331309,0.465053,0.574651,0.951827,1.515655,Level C,angular too broad,0.636768
R2_1_01236,R2B_Khaidarov_hybrid_scaled_control,453,270,6,0,0.12,TiO2_50nm,451.65,5.442327,3.0,28.0,3.0,1.191381,0.771151,0.240294,0.425113,0.702697,0.961041,1.54494,Level C,angular too broad,0.636612
R2_1_02046,R2B_Khaidarov_hybrid_scaled_control,453,190,10,8,0.9227,SiO2_25nm,451.545,3.86234,3.0,27.0,3.0,1.042372,0.492741,0.345339,0.546366,0.683146,0.964228,2.115457,Level C,angular too broad,0.636503
R2_1_01750,R2B_Khaidarov_hybrid_scaled_control,453,200,8,8,0.9227,SiO2_25nm,451.645,3.925662,3.0,27.0,3.0,1.064239,0.546507,0.306119,0.508239,0.698534,0.966789,1.947346,Level C,angular too broad,0.636471
R2_1_02312,R2B_Khaidarov_hybrid_scaled_control,453,260,12,6,0.8534,TiO2_50nm,451.59,3.911333,0.0,26.0,0.0,1.019331,0.481392,0.410838,0.537777,0.622254,0.957192,2.117467,Level C,angular too broad,0.63627
R2_1_02403,R2C_C2_medium_bottomR_upgrade,453,180,6,0,0.12,none,453.3,5.662448,3.0,29.0,3.0,1.277529,1.018827,0.219179,0.391195,0.664257,0.956205,1.253922,Level C,angular too broad,0.636232
R2_1_03212,R2C_C2_medium_bottomR_upgrade,453,260,10,6,0.8534,TiO2_50nm,453.99,4.059721,0.0,28.0,0.0,1.14065,0.706358,0.326321,0.47922,0.607481,0.955664,1.614831,Level C,angular too broad,0.635941
R2_1_01645,R2B_Khaidarov_hybrid_scaled_control,453,240,8,4,0.722,TiO2_25nm,451.585,4.184762,0.0,27.0,0.0,1.053812,0.520365,0.313909,0.505667,0.704632,0.967918,2.025138,Level C,angular too broad,0.635758
R2_1_02700,R2C_C2_medium_bottomR_upgrade,453,180,8,0,0.12,TiO2_50nm,451.75,5.419399,2.0,28.0,2.0,1.181009,0.763254,0.254088,0.438981,0.689962,0.965568,1.547336,Level C,angular too broad,0.633765
R2_1_03557,R2C_C2_medium_bottomR_upgrade,453,220,12,8,0.9227,TiO2_25nm,453.745,3.937478,0.0,28.0,0.0,1.168092,0.787967,0.360343,0.440746,0.526694,0.946358,1.482411,Level C,angular too broad,0.633716
R2_1_02301,R2B_Khaidarov_hybrid_scaled_control,453,230,12,6,0.8534,TiO2_25nm,451.565,3.911333,0.0,26.0,0.0,1.015953,0.475236,0.410886,0.540912,0.625805,0.957595,2.137787,Level C,angular too broad,0.63317
R2_1_01371,R2B_Khaidarov_hybrid_scaled_control,453,300,6,4,0.722,none,454.06,4.328218,4.0,28.0,4.0,1.179509,0.780228,0.237691,0.427517,0.704516,0.966257,1.51175,Level C,angular too broad,0.63279
R2_1_01486,R2B_Khaidarov_hybrid_scaled_control,453,290,6,8,0.9227,SiO2_25nm,454.145,4.051637,2.0,28.0,2.0,1.123937,0.660994,0.273438,0.466667,0.69564,0.967364,1.700374,Level C,angular too broad,0.63238
R2_1_01358,R2B_Khaidarov_hybrid_scaled_control,453,270,6,4,0.722,SiO2_25nm,453.785,4.328218,6.0,28.0,6.0,1.230097,0.909663,0.217287,0.40387,0.697619,0.964083,1.352256,Level C,angular too broad,0.632032
R2_1_03248,R2C_C2_medium_bottomR_upgrade,453,200,10,8,0.9227,TiO2_50nm,452.07,3.971918,1.0,28.0,1.0,1.156781,0.748726,0.330596,0.471376,0.583689,0.952858,1.544999,Level C,angular too broad,0.631837
R2_1_03015,R2C_C2_medium_bottomR_upgrade,453,210,10,0,0.12,none,454.6,5.299456,0.0,27.0,0.0,1.097815,0.594096,0.300424,0.488083,0.690052,0.9663,1.847876,Level C,angular too broad,0.631535
R2_1_03687,R2D_all_dielectric_highR_mediumR_scan,453,240,6,2,0.4727,none,451.38,4.650534,3.0,26.0,3.0,1.045006,0.517128,0.280114,0.487805,0.741044,0.972726,2.020788,Level C,angular too broad,0.630884
R2_1_01635,R2B_Khaidarov_hybrid_scaled_control,453,210,8,4,0.722,none,451.56,4.184762,0.0,27.0,0.0,1.051153,0.518651,0.310559,0.504539,0.70847,0.968436,2.026708,Level C,angular too broad,0.629656
R2_1_01225,R2B_Khaidarov_hybrid_scaled_control,453,240,6,0,0.12,TiO2_25nm,451.625,5.442327,3.0,28.0,3.0,1.18398,0.761991,0.24145,0.426414,0.703087,0.96125,1.553798,Level C,angular too broad,0.628469
R2_1_02651,R2C_C2_medium_bottomR_upgrade,453,200,6,8,0.9227,none,453.42,4.172387,1.0,29.0,1.0,1.220435,0.902149,0.263768,0.429793,0.626291,0.958928,1.352808,Level C,angular too broad,0.626721
R2_1_03896,R2D_all_dielectric_highR_mediumR_scan,453,320,6,8,0.9227,TiO2_50nm,451.67,3.993845,1.0,27.0,1.0,1.037982,0.506344,0.343104,0.527426,0.67619,0.963677,2.049954,Level C,angular too broad,0.626621
R2_1_02642,R2C_C2_medium_bottomR_upgrade,453,180,6,8,0.9227,SiO2_25nm,453.445,4.172387,3.0,29.0,3.0,1.240011,0.938992,0.244676,0.42148,0.647609,0.961827,1.320577,Level C,angular too broad,0.62653
R2_1_01517,R2B_Khaidarov_hybrid_scaled_control,453,220,8,0,0.12,TiO2_25nm,451.225,5.217432,2.0,27.0,2.0,1.084897,0.557777,0.278823,0.477413,0.731064,0.970418,1.945038,Level C,angular too broad,0.624517
R2_1_01795,R2B_Khaidarov_hybrid_scaled_control,453,310,8,8,0.9227,none,454.32,3.925662,1.0,27.0,1.0,1.054853,0.543401,0.329422,0.512684,0.672393,0.96342,1.941206,Level C,angular too broad,0.624305
R2_1_03742,R2D_all_dielectric_highR_mediumR_scan,453,230,6,4,0.722,SiO2_25nm,451.585,4.262331,4.0,27.0,4.0,1.057311,0.543118,0.271757,0.484268,0.739063,0.972804,1.94674,Level C,angular too broad,0.620003
R2_1_02523,R2C_C2_medium_bottomR_upgrade,453,180,6,4,0.722,none,453.06,4.466297,4.0,29.0,4.0,1.266711,1.038029,0.21756,0.393186,0.662759,0.961392,1.220304,Level C,angular too broad,0.619392
R2_1_03708,R2D_all_dielectric_highR_mediumR_scan,453,300,6,2,0.4727,TiO2_50nm,451.43,4.650534,4.0,27.0,4.0,1.062282,0.538842,0.273219,0.481351,0.741653,0.97284,1.971419,Level C,angular too broad,0.618723
R2_1_01581,R2B_Khaidarov_hybrid_scaled_control,453,230,8,2,0.4727,TiO2_25nm,451.405,4.558344,2.0,27.0,2.0,1.065,0.543578,0.283354,0.484179,0.728541,0.970986,1.959239,Level C,angular too broad,0.616922
R2_1_02649,R2C_C2_medium_bottomR_upgrade,453,200,6,8,0.9227,TiO2_25nm,452.545,4.172387,1.0,29.0,1.0,1.214497,0.89776,0.263768,0.429793,0.626291,0.958928,1.352808,Level C,angular too broad,0.615734
R2_1_02591,R2C_C2_medium_bottomR_upgrade,453,200,6,6,0.8534,none,453.54,4.269384,2.0,29.0,2.0,1.228182,0.918623,0.243327,0.419076,0.654781,0.96241,1.336981,Level C,angular too broad,0.613741
R2_1_03184,R2C_C2_medium_bottomR_upgrade,453,190,10,6,0.8534,TiO2_50nm,451.89,4.059721,1.0,28.0,1.0,1.121392,0.678295,0.323274,0.485552,0.62045,0.957176,1.653252,Level C,angular too broad,0.61349
R2_1_02529,R2C_C2_medium_bottomR_upgrade,453,200,6,4,0.722,TiO2_25nm,452.785,4.466297,4.0,29.0,4.0,1.263641,1.022626,0.220102,0.395904,0.663046,0.961576,1.235682,Level C,angular too broad,0.613156
R2_1_02601,R2C_C2_medium_bottomR_upgrade,453,230,6,6,0.8534,TiO2_25nm,453.565,4.269384,2.0,29.0,2.0,1.221879,0.905997,0.246619,0.421447,0.652771,0.962172,1.348657,Level C,angular too broad,0.611261
R2_1_02660,R2C_C2_medium_bottomR_upgrade,453,230,6,8,0.9227,TiO2_50nm,452.57,4.172387,0.0,29.0,0.0,1.208715,0.896026,0.265935,0.429643,0.621735,0.958337,1.348973,Level C,angular too broad,0.608404
R2_1_02548,R2C_C2_medium_bottomR_upgrade,453,250,6,4,0.722,TiO2_50nm,453.41,4.466297,4.0,29.0,4.0,1.250801,0.98369,0.226278,0.402273,0.66325,0.961931,1.271541,Level C,angular too broad,0.606913
R2_1_03315,R2C_C2_medium_bottomR_upgrade,453,210,12,0,0.12,none,454.8,5.238325,0.0,27.0,0.0,1.057091,0.518219,0.338605,0.522882,0.679482,0.964195,2.039854,Level C,angular too broad,0.605963
R2_1_03272,R2C_C2_medium_bottomR_upgrade,453,260,10,8,0.9227,TiO2_50nm,453.87,3.971918,0.0,28.0,0.0,1.14784,0.762761,0.331347,0.462743,0.571529,0.951471,1.50485,Level C,angular too broad,0.60592
R2_1_02702,R2C_C2_medium_bottomR_upgrade,453,180,8,0,0.12,SiO2_25nm,454.125,5.419399,4.0,28.0,4.0,1.20296,0.848903,0.232807,0.417919,0.69049,0.964737,1.417076,Level C,angular too broad,0.604517
R2_1_02661,R2C_C2_medium_bottomR_upgrade,453,230,6,8,0.9227,TiO2_25nm,453.445,4.172387,0.0,29.0,0.0,1.206191,0.894155,0.265935,0.429643,0.621735,0.958337,1.348973,Level C,angular too broad,0.603727
R2_1_02612,R2C_C2_medium_bottomR_upgrade,453,260,6,6,0.8534,TiO2_50nm,453.59,4.269384,2.0,29.0,2.0,1.215814,0.899222,0.247678,0.422167,0.652037,0.962083,1.352073,Level C,angular too broad,0.603406
R2_1_01507,R2B_Khaidarov_hybrid_scaled_control,453,190,8,0,0.12,none,451.2,5.217432,2.0,27.0,2.0,1.077238,0.561383,0.274828,0.473727,0.731509,0.970368,1.918899,Level C,angular too broad,0.603093
R2_1_01555,R2B_Khaidarov_hybrid_scaled_control,453,310,8,0,0.12,none,454.8,5.217432,2.0,27.0,2.0,1.077238,0.561383,0.274828,0.473727,0.731509,0.970368,1.918899,Level C,angular too broad,0.603093
R2_1_03025,R2C_C2_medium_bottomR_upgrade,453,240,10,0,0.12,TiO2_25nm,454.625,5.299456,0.0,27.0,0.0,1.079597,0.585104,0.303469,0.48886,0.685991,0.965759,1.845137,Level C,angular too broad,0.60159
R2_1_02365,R2B_Khaidarov_hybrid_scaled_control,453,240,12,8,0.9227,TiO2_25nm,451.745,3.829767,0.0,26.0,0.0,1.022582,0.538431,0.412941,0.499039,0.576635,0.952018,1.899189,Level C,angular too broad,0.601233
R2_1_01215,R2B_Khaidarov_hybrid_scaled_control,453,210,6,0,0.12,none,451.6,5.442327,3.0,28.0,3.0,1.175496,0.769878,0.237962,0.422463,0.70185,0.960604,1.52686,Level C,angular too broad,0.601114
R2_1_02412,R2C_C2_medium_bottomR_upgrade,453,210,6,0,0.12,TiO2_50nm,452.45,5.662448,3.0,29.0,3.0,1.256128,0.986167,0.2223,0.394677,0.665141,0.956813,1.273748,Level C,angular too broad,0.601089
R2_1_03006,R2C_C2_medium_bottomR_upgrade,453,190,10,0,0.12,SiO2_25nm,454.625,5.299456,3.0,28.0,3.0,1.113711,0.624412,0.275894,0.473753,0.708049,0.968864,1.783614,Level C,angular too broad,0.600509
R2_1_01293,R2B_Khaidarov_hybrid_scaled_control,453,260,6,2,0.4727,TiO2_25nm,452.105,4.729079,6.0,29.0,6.0,1.23825,0.91808,0.216627,0.399647,0.694152,0.960182,1.348739,Level C,angular too broad,0.598921
R2_1_03491,R2C_C2_medium_bottomR_upgrade,453,200,12,6,0.8534,none,454.14,4.023749,1.0,28.0,1.0,1.106543,0.663003,0.361761,0.48478,0.578002,0.952177,1.668986,Level C,angular too broad,0.596083
R2_1_02941,R2C_C2_medium_bottomR_upgrade,453,180,8,8,0.9227,TiO2_25nm,452.145,4.038915,1.0,29.0,1.0,1.167682,0.783938,0.293757,0.459012,0.618599,0.957284,1.489508,Level C,angular too broad,0.595926
R2_1_02428,R2C_C2_medium_bottomR_upgrade,453,250,6,0,0.12,TiO2_50nm,453.65,5.662448,3.0,29.0,3.0,1.2441,0.958,0.226352,0.399076,0.665996,0.957538,1.298643,Level C,angular too broad,0.5952
R2_1_01286,R2B_Khaidarov_hybrid_scaled_control,453,240,6,2,0.4727,SiO2_25nm,453.005,4.729079,8.0,29.0,8.0,1.293433,1.122819,0.192939,0.368878,0.67766,0.954403,1.151952,Level C,angular too broad,0.593548
R2_1_01780,R2B_Khaidarov_hybrid_scaled_control,453,280,8,8,0.9227,TiO2_50nm,451.67,3.925662,0.0,27.0,0.0,1.037848,0.539171,0.332514,0.511507,0.666198,0.96266,1.924896,Level C,angular too broad,0.593524
R2_1_02596,R2C_C2_medium_bottomR_upgrade,453,220,6,6,0.8534,TiO2_50nm,452.39,4.269384,2.0,29.0,2.0,1.212636,0.901587,0.24554,0.420692,0.653474,0.962256,1.345002,Level C,angular too broad,0.592685
R2_1_02342,R2B_Khaidarov_hybrid_scaled_control,453,180,12,8,0.9227,SiO2_25nm,451.445,3.829767,3.0,26.0,3.0,0.993522,0.459157,0.390426,0.563155,0.648688,0.960186,2.163796,Level C,angular too broad,0.592388
R2_1_01571,R2B_Khaidarov_hybrid_scaled_control,453,200,8,2,0.4727,none,451.38,4.558344,2.0,27.0,2.0,1.054634,0.545346,0.278978,0.480433,0.729604,0.971115,1.933879,Level C,angular too broad,0.591921
R2_1_03036,R2C_C2_medium_bottomR_upgrade,453,270,10,0,0.12,TiO2_50nm,454.65,5.299456,0.0,27.0,0.0,1.074214,0.581773,0.302485,0.48865,0.687381,0.965943,1.846448,Level C,angular too broad,0.591655
R2_1_02537,R2C_C2_medium_bottomR_upgrade,453,220,6,4,0.722,TiO2_25nm,453.385,4.466297,4.0,29.0,4.0,1.249641,0.999326,0.222605,0.398526,0.663216,0.961736,1.250484,Level C,angular too broad,0.591457
R2_1_03246,R2C_C2_medium_bottomR_upgrade,453,190,10,8,0.9227,SiO2_25nm,454.145,3.971918,3.0,28.0,3.0,1.120292,0.69484,0.309472,0.489652,0.627161,0.957868,1.612302,Level C,angular too broad,0.591244
R2_1_02672,R2C_C2_medium_bottomR_upgrade,453,260,6,8,0.9227,TiO2_50nm,453.47,4.172387,0.0,29.0,0.0,1.198103,0.88936,0.266596,0.429498,0.620148,0.958133,1.347153,Level C,angular too broad,0.589847
R2_1_04192,R2D_all_dielectric_highR_mediumR_scan,453,310,8,8,0.9227,TiO2_50nm,451.57,3.871385,1.0,26.0,1.0,0.987543,0.464087,0.391074,0.544742,0.642333,0.959483,2.127926,Level C,angular too broad,0.587999
R2_1_02417,R2C_C2_medium_bottomR_upgrade,453,220,6,0,0.12,TiO2_25nm,453.625,5.662448,3.0,29.0,3.0,1.246991,0.974103,0.223325,0.395804,0.665389,0.957003,1.280142,Level C,angular too broad,0.587378
R2_1_01210,R2B_Khaidarov_hybrid_scaled_control,453,200,6,0,0.12,SiO2_25nm,451.925,5.442327,5.0,29.0,5.0,1.242311,0.919763,0.216342,0.396391,0.690517,0.955618,1.350687,Level C,angular too broad,0.58736
R2_1_02331,R2B_Khaidarov_hybrid_scaled_control,453,300,12,6,0.8534,none,454.54,3.911333,1.0,26.0,1.0,0.985067,0.449111,0.41011,0.549529,0.635991,0.95875,2.19337,Level C,angular too broad,0.587022
R2_1_02952,R2C_C2_medium_bottomR_upgrade,453,210,8,8,0.9227,TiO2_50nm,452.17,4.038915,0.0,29.0,0.0,1.16346,0.787661,0.296017,0.457156,0.612145,0.956498,1.477107,Level C,angular too broad,0.586259
R2_1_03614,R2D_all_dielectric_highR_mediumR_scan,453,210,6,0,0.12,SiO2_25nm,451.225,5.338562,4.0,27.0,4.0,1.072497,0.572128,0.260528,0.464574,0.741269,0.971663,1.874576,Level C,angular too broad,0.585366
R2_1_03885,R2D_all_dielectric_highR_mediumR_scan,453,290,6,8,0.9227,TiO2_25nm,451.645,3.993845,0.0,27.0,0.0,1.013691,0.499307,0.346433,0.525827,0.669602,0.962885,2.030193,Level C,angular too broad,0.582574
R2_1_02946,R2C_C2_medium_bottomR_upgrade,453,190,8,8,0.9227,SiO2_25nm,453.945,4.038915,3.0,29.0,3.0,1.161274,0.776434,0.274966,0.458537,0.646333,0.96081,1.49565,Level C,angular too broad,0.581613
R2_1_04481,R2D_all_dielectric_highR_mediumR_scan,453,280,10,8,0.9227,TiO2_25nm,451.745,3.809788,0.0,26.0,0.0,0.99385,0.500962,0.430301,0.503363,0.57767,0.952135,1.983884,Level C,angular too broad,0.581239
R2_1_01726,R2B_Khaidarov_hybrid_scaled_control,453,290,8,6,0.8534,SiO2_25nm,454.465,4.01141,2.0,27.0,2.0,1.027908,0.521391,0.297441,0.500649,0.713211,0.969042,1.971473,Level C,angular too broad,0.577925
R2_1_03441,R2C_C2_medium_bottomR_upgrade,453,230,12,4,0.722,TiO2_25nm,454.285,4.198192,0.0,28.0,0.0,1.076768,0.607134,0.357132,0.501276,0.608209,0.955632,1.773527,Level C,angular too broad,0.577902
R2_1_03120,R2C_C2_medium_bottomR_upgrade,453,180,10,4,0.722,TiO2_50nm,451.71,4.237366,1.0,28.0,1.0,1.084527,0.622194,0.314268,0.49104,0.65173,0.961074,1.743068,Level C,angular too broad,0.577859
R2_1_03480,R2C_C2_medium_bottomR_upgrade,453,180,12,6,0.8534,TiO2_50nm,451.79,4.023749,1.0,28.0,1.0,1.091719,0.644616,0.361391,0.49028,0.584569,0.952923,1.693595,Level C,angular too broad,0.577822
R2_1_02401,R2C_C2_medium_bottomR_upgrade,453,180,6,0,0.12,TiO2_25nm,452.425,5.662448,3.0,29.0,3.0,1.251222,0.997847,0.219179,0.391195,0.664257,0.956205,1.253922,Level C,angular too broad,0.577097
R2_1_02407,R2C_C2_medium_bottomR_upgrade,453,190,6,0,0.12,none,453.6,5.662448,3.0,29.0,3.0,1.248773,0.99059,0.220227,0.392373,0.664574,0.956414,1.260635,Level C,angular too broad,0.576956
R2_1_01435,R2B_Khaidarov_hybrid_scaled_control,453,310,6,6,0.8534,none,454.24,4.14304,3.0,28.0,3.0,1.096958,0.653979,0.264684,0.457026,0.702867,0.968004,1.677361,Level C,angular too broad,0.575938
R2_1_01283,R2B_Khaidarov_hybrid_scaled_control,453,230,6,2,0.4727,none,452.08,4.729079,6.0,29.0,6.0,1.228155,0.918431,0.215232,0.397911,0.693354,0.959897,1.337231,Level C,angular too broad,0.575879
R2_1_02888,R2C_C2_medium_bottomR_upgrade,453,200,8,6,0.8534,TiO2_50nm,451.99,4.129739,1.0,28.0,1.0,1.12355,0.730566,0.288539,0.460003,0.639006,0.960015,1.537919,Level C,angular too broad,0.575535
R2_1_02585,R2C_C2_medium_bottomR_upgrade,453,190,6,6,0.8534,TiO2_25nm,452.365,4.269384,3.0,29.0,3.0,1.207559,0.906155,0.242192,0.418216,0.655386,0.96248,1.332619,Level C,angular too broad,0.575464
R2_1_01735,R2B_Khaidarov_hybrid_scaled_control,453,310,8,6,0.8534,none,454.44,4.01141,1.0,27.0,1.0,1.019136,0.509969,0.318721,0.509786,0.694372,0.966419,1.998427,Level C,angular too broad,0.574303
R2_1_01304,R2B_Khaidarov_hybrid_scaled_control,453,290,6,2,0.4727,TiO2_50nm,452.13,4.729079,6.0,29.0,6.0,1.235145,0.939958,0.212431,0.394392,0.691684,0.959304,1.314043,Level C,angular too broad,0.573333
R2_1_02762,R2C_C2_medium_bottomR_upgrade,453,180,8,2,0.4727,SiO2_25nm,454.005,4.711757,5.0,28.0,5.0,1.179259,0.845165,0.231413,0.419116,0.688665,0.96614,1.3953,Level C,angular too broad,0.572852
R2_1_02527,R2C_C2_medium_bottomR_upgrade,453,190,6,4,0.722,none,453.36,4.466297,4.0,29.0,4.0,1.246971,1.015396,0.218836,0.394557,0.662917,0.961487,1.228063,Level C,angular too broad,0.572545
R2_1_01307,R2B_Khaidarov_hybrid_scaled_control,453,290,6,2,0.4727,none,453.88,4.729079,6.0,29.0,6.0,1.232468,0.93792,0.212431,0.394392,0.691684,0.959304,1.314043,Level C,angular too broad,0.569016
R2_1_01394,R2B_Khaidarov_hybrid_scaled_control,453,210,6,6,0.8534,SiO2_25nm,451.865,4.14304,4.0,28.0,4.0,1.12524,0.728706,0.243043,0.436531,0.705199,0.96813,1.544162,Level C,angular too broad,0.568275
R2_1_02715,R2C_C2_medium_bottomR_upgrade,453,210,8,0,0.12,none,454.4,5.419399,2.0,28.0,2.0,1.135613,0.725856,0.257537,0.441969,0.688994,0.965556,1.564516,Level C,angular too broad,0.56537
R2_1_03186,R2C_C2_medium_bottomR_upgrade,453,190,10,6,0.8534,SiO2_25nm,454.265,4.059721,3.0,28.0,3.0,1.088008,0.644296,0.301004,0.49092,0.655314,0.961357,1.688677,Level C,angular too broad,0.565221
R2_1_01290,R2B_Khaidarov_hybrid_scaled_control,453,250,6,2,0.4727,SiO2_25nm,453.305,4.729079,7.0,29.0,7.0,1.28389,1.103088,0.19438,0.370824,0.678838,0.954814,1.163905,Level C,angular too broad,0.564191
R2_1_03325,R2C_C2_medium_bottomR_upgrade,453,240,12,0,0.12,TiO2_25nm,454.825,5.238325,0.0,27.0,0.0,1.034039,0.511966,0.341586,0.521464,0.673132,0.96342,2.019744,Level C,angular too broad,0.563613
R2_1_02536,R2C_C2_medium_bottomR_upgrade,453,220,6,4,0.722,TiO2_50nm,452.51,4.466297,4.0,29.0,4.0,1.233785,0.986646,0.222605,0.398526,0.663216,0.961736,1.250484,Level C,angular too broad,0.561924
R2_1_03718,R2D_all_dielectric_highR_mediumR_scan,453,320,6,2,0.4727,SiO2_25nm,454.405,4.650534,6.0,27.0,6.0,1.076248,0.641293,0.23842,0.44442,0.737295,0.972265,1.678246,Level C,angular too broad,0.560702
R2_1_04458,R2D_all_dielectric_highR_mediumR_scan,453,220,10,8,0.9227,SiO2_25nm,451.445,3.809788,2.0,26.0,2.0,0.960904,0.426454,0.421904,0.562032,0.635413,0.95868,2.253241,Level C,angular too broad,0.559854
R2_1_02391,R2B_Khaidarov_hybrid_scaled_control,453,300,12,8,0.9227,none,454.42,3.829767,1.0,26.0,1.0,0.987328,0.495332,0.416703,0.516088,0.592943,0.953867,1.993267,Level C,angular too broad,0.557325
R2_1_03832,R2D_all_dielectric_highR_mediumR_scan,453,310,6,6,0.8534,TiO2_50nm,451.49,4.082631,2.0,27.0,2.0,0.991393,0.466052,0.320871,0.522431,0.711233,0.968321,2.127215,Level C,angular too broad,0.555734
R2_1_03336,R2C_C2_medium_bottomR_upgrade,453,270,12,0,0.12,TiO2_50nm,454.85,5.238325,0.0,27.0,0.0,1.029137,0.50772,0.340648,0.522012,0.675292,0.963683,2.026977,Level C,angular too broad,0.555555
R2_1_02725,R2C_C2_medium_bottomR_upgrade,453,240,8,0,0.12,TiO2_25nm,454.425,5.419399,1.0,28.0,1.0,1.125014,0.712239,0.260851,0.444694,0.687759,0.965499,1.579546,Level C,angular too broad,0.555289
R2_1_04098,R2D_all_dielectric_highR_mediumR_scan,453,220,8,6,0.8534,SiO2_25nm,451.365,3.954752,2.0,26.0,2.0,0.951577,0.406029,0.355125,0.561327,0.706488,0.966972,2.343617,Level C,angular too broad,0.553624
R2_1_01982,R2B_Khaidarov_hybrid_scaled_control,453,180,10,6,0.8534,SiO2_25nm,451.365,3.945315,3.0,26.0,3.0,0.968188,0.43954,0.330433,0.541753,0.710654,0.967694,2.20273,Level C,angular too broad,0.553336
R2_1_01454,R2B_Khaidarov_hybrid_scaled_control,453,210,6,8,0.9227,SiO2_25nm,451.745,4.051637,2.0,28.0,2.0,1.074923,0.632169,0.273438,0.466667,0.69564,0.967364,1.700374,Level C,angular too broad,0.552177
R2_1_03066,R2C_C2_medium_bottomR_upgrade,453,190,10,2,0.4727,SiO2_25nm,454.505,4.62083,3.0,28.0,3.0,1.073323,0.604141,0.284032,0.481571,0.695761,0.967085,1.776609,Level C,angular too broad,0.552004
R2_1_01484,R2B_Khaidarov_hybrid_scaled_control,453,290,6,8,0.9227,TiO2_50nm,451.77,4.051637,0.0,28.0,0.0,1.061986,0.609092,0.293919,0.477523,0.678232,0.96493,1.743555,Level C,angular too broad,0.55188
R2_1_01759,R2B_Khaidarov_hybrid_scaled_control,453,220,8,8,0.9227,none,451.62,3.925662,0.0,27.0,0.0,1.012853,0.526186,0.332514,0.511507,0.666198,0.96266,1.924896,Level C,angular too broad,0.55152
R2_1_02895,R2C_C2_medium_bottomR_upgrade,453,210,8,6,0.8534,none,454.04,4.129739,0.0,28.0,0.0,1.108896,0.722275,0.28937,0.459799,0.637213,0.959786,1.535281,Level C,angular too broad,0.551516
R2_1_02086,R2B_Khaidarov_hybrid_scaled_control,453,290,10,8,0.9227,SiO2_25nm,454.545,3.86234,2.0,27.0,2.0,0.991974,0.468231,0.349956,0.546613,0.679266,0.963772,2.118556,Level C,angular too broad,0.551216
R2_1_03366,R2C_C2_medium_bottomR_upgrade,453,190,12,2,0.4727,SiO2_25nm,454.705,4.574284,3.0,27.0,3.0,1.024204,0.517031,0.320158,0.52214,0.687844,0.96507,1.980934,Level C,angular too broad,0.550878
R2_1_01769,R2B_Khaidarov_hybrid_scaled_control,453,250,8,8,0.9227,TiO2_25nm,451.645,3.925662,0.0,27.0,0.0,1.011544,0.531253,0.335114,0.509662,0.659614,0.961861,1.904072,Level C,angular too broad,0.546335
R2_1_03452,R2C_C2_medium_bottomR_upgrade,453,260,12,4,0.722,TiO2_50nm,454.31,4.198192,0.0,28.0,0.0,1.058138,0.600904,0.357379,0.499073,0.605109,0.955279,1.76091,Level C,angular too broad,0.544372
R2_1_03544,R2C_C2_medium_bottomR_upgrade,453,190,12,8,0.9227,TiO2_50nm,451.97,3.937478,1.0,28.0,1.0,1.103084,0.719813,0.363309,0.45295,0.538383,0.947683,1.532458,Level C,angular too broad,0.543355
R2_1_01615,R2B_Khaidarov_hybrid_scaled_control,453,310,8,2,0.4727,none,454.68,4.558344,3.0,27.0,3.0,1.027181,0.533676,0.277487,0.479117,0.729894,0.971149,1.924728,Level C,angular too broad,0.542686
R2_1_03126,R2C_C2_medium_bottomR_upgrade,453,190,10,4,0.722,SiO2_25nm,454.385,4.237366,3.0,28.0,3.0,1.066022,0.610908,0.292443,0.487662,0.678253,0.964485,1.744981,Level C,angular too broad,0.542636
